CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,restaurant_name,thai_boolean
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/01/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,43.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,+1-212-691-6226,Thai,2020/01/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,26.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74082337,-74.00172495,104.0,3.0,8100.0,1081540.0,1007650001.0,MN13,Pad Thai Noodle Lounge,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/01/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,43.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
41224979,SABAY THAI,Queens,7519,BROADWAY,11373,+1-718-424-9054,Thai,2020/01/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,43.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.74610929,-73.89007452,404.0,25.0,26700.0,4036743.0,4014860044.0,QN29,Sabay Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,8/8/2021,Administrative Miscellaneous / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50095793,EAT THAI,Manhattan,654,9 AVENUE,10036,+1-212-621-9112,Thai,2020/01/21,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,35.0,,,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.76074999,-73.99092145,104.0,3.0,12100.0,1025037.0,1010360163.0,MN15,Eat Thai,True
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,+1-929-337-7651,Thai,2020/01/22,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,19.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73,Williamsburg Thai Cuisine,True
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,+1-929-337-7651,Thai,2020/01/22,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73,Williamsburg Thai Cuisine,True
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,+1-929-337-7651,Thai,2020/01/22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73,Williamsburg Thai Cuisine,True
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,+1-718-333-5811,Thai,2020/01/23,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31,Top Thai Restaurant,True
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,+1-646-726-4548,Thai,2020/01/23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06,Charm Thai Corp,True
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,+1-646-726-4548,Thai,2020/01/23,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06,Charm Thai Corp,True
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,+1-212-280-4575,Thai,2020/01/23,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09,Thai Market,True
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,+1-718-333-5811,Thai,2020/01/23,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31,Top Thai Restaurant,True
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,+1-212-280-4575,Thai,2020/01/23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09,Thai Market,True
41241757,THAI MARKET,Manhattan,960,AMSTERDAM AVENUE,10025,+1-212-280-4575,Thai,2020/01/23,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,1/23/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.80120272,-73.96515539,107.0,7.0,19500.0,1056657.0,1018790029.0,MN09,Thai Market,True
50098429,CHARM THAI CORP,Manhattan,1346,AMSTERDAM AVENUE,10027,+1-646-726-4548,Thai,2020/01/23,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10.0,A,1/23/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.81374033,-73.9560088,109.0,7.0,21900.0,1059700.0,1019820024.0,MN06,Charm Thai Corp,True
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,+1-212-765-7800,Thai,2020/01/27,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18.0,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104.0,3.0,13300.0,1026710.0,1010610001.0,MN15,Kare Thai,True
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,+1-917-684-3099,Thai,2020/01/27,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,25.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12,Raenu Thai,True
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,+1-212-765-7800,Thai,2020/01/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,18.0,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104.0,3.0,13300.0,1026710.0,1010610001.0,MN15,Kare Thai,True
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,+1-718-777-1502,Thai,2020/01/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401.0,22.0,15100.0,4013384.0,4007290046.0,QN70,Prik Thai Kithcen,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,+1-917-684-3099,Thai,2020/01/27,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,25.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12,Raenu Thai,True
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,+1-212-765-7800,Thai,2020/01/27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18.0,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104.0,3.0,13300.0,1026710.0,1010610001.0,MN15,Kare Thai,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,+1-917-684-3099,Thai,2020/01/27,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12,Raenu Thai,True
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,+1-917-684-3099,Thai,2020/01/27,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,25.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12,Raenu Thai,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,+1-917-684-3099,Thai,2020/01/27,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,25.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12,Raenu Thai,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
50090591,AIYARA THAI,Manhattan,480,9 AVENUE,10018,+1-212-564-1822,Thai,2020/01/27,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.75515642,-73.9950009,104.0,3.0,11100.0,1013609.0,1007600074.0,MN13,Aiyara Thai,True
41689402,KARE THAI,Manhattan,752,10 AVENUE,10019,+1-212-765-7800,Thai,2020/01/27,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,18.0,B,1/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76545452,-73.99120961,104.0,3.0,13300.0,1026710.0,1010610001.0,MN15,Kare Thai,True
50075350,PRIK THAI KITHCEN,Queens,47-16,30 AVENUE,11103,+1-718-777-1502,Thai,2020/01/27,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7.0,A,1/27/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.76115357,-73.90918506,401.0,22.0,15100.0,4013384.0,4007290046.0,QN70,Prik Thai Kithcen,True
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,+1-212-333-7500,Thai,2020/01/29,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,15.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104.0,3.0,12700.0,1085041.0,1010580036.0,MN15,Pam Real Thai 49,True
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,+1-212-333-7500,Thai,2020/01/29,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,15.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104.0,3.0,12700.0,1085041.0,1010580036.0,MN15,Pam Real Thai 49,True
50009823,PAM REAL THAI 49,Manhattan,404,WEST   49 STREET,10019,+1-212-333-7500,Thai,2020/01/29,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,15.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.7630555,-73.98992481,104.0,3.0,12700.0,1085041.0,1010580036.0,MN15,Pam Real Thai 49,True
50000950,THAI 101,Queens,3915,BELL BLVD,11361,+1-718-631-8600,Thai,2020/01/30,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,17.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411.0,19.0,112300.0,4137620.0,4062410010.0,QN46,Thai 101,True
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,+1-212-528-9922,Thai,2020/01/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101.0,1.0,1502.0,1001104.0,1000650022.0,MN25,Aroy Dee Thai Kitchen,True
50000950,THAI 101,Queens,3915,BELL BLVD,11361,+1-718-631-8600,Thai,2020/01/30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,17.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411.0,19.0,112300.0,4137620.0,4062410010.0,QN46,Thai 101,True
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,+1-212-528-9922,Thai,2020/01/30,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101.0,1.0,1502.0,1001104.0,1000650022.0,MN25,Aroy Dee Thai Kitchen,True
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,+1-212-528-9922,Thai,2020/01/30,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101.0,1.0,1502.0,1001104.0,1000650022.0,MN25,Aroy Dee Thai Kitchen,True
41720477,AROY DEE THAI KITCHEN,Manhattan,20,JOHN STREET,10038,+1-212-528-9922,Thai,2020/01/30,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.70983737,-74.00887681,101.0,1.0,1502.0,1001104.0,1000650022.0,MN25,Aroy Dee Thai Kitchen,True
50000950,THAI 101,Queens,3915,BELL BLVD,11361,+1-718-631-8600,Thai,2020/01/30,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.76505221,-73.77174336,411.0,19.0,112300.0,4137620.0,4062410010.0,QN46,Thai 101,True
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,+1-718-422-1142,Thai,2020/02/03,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302.0,35.0,19500.0,3054797.0,3019020022.0,BK69,Myrtle Thai Restaurant,True
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,+1-212-581-5999,Thai,2020/02/03,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104.0,3.0,12700.0,1026607.0,1010580035.0,MN15,Viv Thai Restaurant,True
50076740,VIV THAI RESTAURANT,Manhattan,717,9 AVENUE,10019,+1-212-581-5999,Thai,2020/02/03,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,10.0,A,2/3/2020,8/8/2021,Cycle Inspection / Re-inspection,40.76271237,-73.98952416,104.0,3.0,12700.0,1026607.0,1010580035.0,MN15,Viv Thai Restaurant,True
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,+1-718-422-1142,Thai,2020/02/03,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302.0,35.0,19500.0,3054797.0,3019020022.0,BK69,Myrtle Thai Restaurant,True
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,+1-718-281-1900,Thai,2020/02/03,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411.0,20.0,145102.0,4127142.0,4056200001.0,QN46,Bkny Thai Restaurant,True
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,+1-212-533-2046,Thai,2020/02/03,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106.0,2.0,4800.0,1020403.0,1009210024.0,MN21,Kati Thai Cuisine,True
41719811,MYRTLE THAI RESTAURANT,Brooklyn,438,MYRTLE AVENUE,11205,+1-718-422-1142,Thai,2020/02/03,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,16.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.69318898,-73.96807169,302.0,35.0,19500.0,3054797.0,3019020022.0,BK69,Myrtle Thai Restaurant,True
41415537,KATI THAI CUISINE,Manhattan,347,EAST   14 STREET,10003,+1-212-533-2046,Thai,2020/02/03,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.73154757,-73.98302715,106.0,2.0,4800.0,1020403.0,1009210024.0,MN21,Kati Thai Cuisine,True
41230254,BKNY THAI RESTAURANT,Queens,47-11,FRANCIS LEWIS BOULEVARD,11361,+1-718-281-1900,Thai,2020/02/03,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,2/3/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75296453,-73.78032105,411.0,20.0,145102.0,4127142.0,4056200001.0,QN46,Bkny Thai Restaurant,True
50096198,WOW SUSHI & THAI,Brooklyn,1708,EAST   16 STREET,11229,+1-718-336-3887,Japanese,2020/02/04,Violations were cited in the following area(s).,20F,Current letter grade sign not posted.,Not Critical,,,,8/8/2021,Administrative Miscellaneous / Initial Inspection,40.60784746,-73.95717502,315.0,48.0,55200.0,3182979.0,3067980013.0,BK44,Wow Sushi & Thai,True
41310519,LANTERN THAI,Manhattan,311,2 AVENUE,10003,+1-212-777-2770,Thai,2020/02/04,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,18.0,,,8/8/2021,Cycle Inspection / Initial Inspection,40.73492363,-73.98306237,106.0,2.0,4800.0,1019587.0,1008990024.0,MN21,Lantern Thai,True
