CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50093071,SAVORY THAI,Brooklyn,378,METROPOLITAN AVENUE,11211,3477213878,Thai,2/20/2020,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,13.0,A,2/20/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.71406427,-73.95552655,301.0,34.0,51900.0,3062504.0,3023690013.0,BK73
50081713,Tam Sang Thai Kitchen,Manhattan,331,LEXINGTON AVENUE,10016,2126828880,Thai,2/24/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,A,2/24/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74939033,-73.97752947,106.0,4.0,8000.0,1019157.0,1008940063.0,MN20
50096383,EIM DEE THAI,Brooklyn,279,BUSHWICK AVENUE,11206,7183812889,Thai,2/24/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12.0,A,2/24/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.70653634,-73.93963996,301.0,34.0,49300.0,3342175.0,3030730017.0,BK78
50096383,EIM DEE THAI,Brooklyn,279,BUSHWICK AVENUE,11206,7183812889,Thai,2/24/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12.0,A,2/24/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.70653634,-73.93963996,301.0,34.0,49300.0,3342175.0,3030730017.0,BK78
41610426,GLOW THAI RESTAURANT,Brooklyn,7107,3 AVENUE,11209,7187481920,Thai,2/26/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9.0,A,2/26/2020,8/8/2021,Cycle Inspection / Re-inspection,40.63386466,-74.02679816,310.0,43.0,6800.0,3146519.0,3058910007.0,BK31
41610426,GLOW THAI RESTAURANT,Brooklyn,7107,3 AVENUE,11209,7187481920,Thai,2/26/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9.0,A,2/26/2020,8/8/2021,Cycle Inspection / Re-inspection,40.63386466,-74.02679816,310.0,43.0,6800.0,3146519.0,3058910007.0,BK31
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,2124333999,Thai,2/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,2124333999,Thai,2/27/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12
50081677,SALA THAI,Manhattan,307,AMSTERDAM AVENUE,10023,2124333999,Thai,2/27/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8.0,A,2/27/2020,8/8/2021,Cycle Inspection / Re-inspection,40.78018704,-73.98046547,107.0,6.0,16100.0,1030049.0,1011460003.0,MN12
50095033,RIVER THAI & BEYOND,Manhattan,1766,AMSTERDAM AVENUE,10031,6464908290,Thai,2/27/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,7.0,A,2/27/2020,8/8/2021,Pre-permit (Operational) / Re-inspection,40.82679576,-73.94647171,109.0,7.0,23300.0,1061985.0,1020790031.0,MN04
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,02I,Food prepared from ingredients at ambient temperature not cooled to 41º F or below within 4 hours.,Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45
50072895,HIGH THAI,Brooklyn,4017,AVENUE U,11234,7183389700,Thai,3/2/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/2/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.60846472,-73.92464231,318.0,46.0,66200.0,3241850.0,3085400003.0,BK45
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12.0,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402.0,26.0,18900.0,4430590.0,4002360001.0,QN31
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,7187798424,Thai,3/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403.0,25.0,28300.0,4028775.0,4012540006.0,QN28
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402.0,26.0,18900.0,4430590.0,4002360001.0,QN31
50011584,BLACK THAI,Queens,8116,NORTHERN BLVD,11372,7187798424,Thai,3/4/2020,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,10.0,A,3/4/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.75547049,-73.88605249,403.0,25.0,28300.0,4028775.0,4012540006.0,QN28
50066811,THAI TREE,Queens,3617,GREENPOINT AVE,11101,7188061046,Thai,3/4/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,3/4/2020,8/8/2021,Cycle Inspection / Re-inspection,40.73760972,-73.92976049,402.0,26.0,18900.0,4430590.0,4002360001.0,QN31
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13.0,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31
41687136,TOP THAI RESTAURANT,Brooklyn,8510,4 AVENUE,11209,7183335811,Thai,3/10/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,3/10/2020,8/8/2021,Cycle Inspection / Re-inspection,40.62339574,-74.02811598,310.0,43.0,6200.0,3153126.0,3060340041.0,BK31
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,3/11/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11.0,A,3/11/2020,8/8/2021,Cycle Inspection / Re-inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,3/11/2020,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,3/11/2020,8/8/2021,Cycle Inspection / Re-inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73
50084746,WILLIAMSBURG THAI CUISINE,Brooklyn,212,BEDFORD AVENUE,11249,9293377651,Thai,3/11/2020,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11.0,A,3/11/2020,8/8/2021,Cycle Inspection / Re-inspection,40.7169063,-73.95872799,301.0,33.0,55300.0,3062192.0,3023350026.0,BK73
50039387,NUR THAI,Queens,6332,WOODHAVEN BLVD,11374,7182556141,Thai,3/12/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,3/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72361803,-73.86859516,405.0,30.0,67900.0,4069613.0,4029990019.0,QN21
50039387,NUR THAI,Queens,6332,WOODHAVEN BLVD,11374,7182556141,Thai,3/12/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,3/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72361803,-73.86859516,405.0,30.0,67900.0,4069613.0,4029990019.0,QN21
50039387,NUR THAI,Queens,6332,WOODHAVEN BLVD,11374,7182556141,Thai,3/12/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,3/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72361803,-73.86859516,405.0,30.0,67900.0,4069613.0,4029990019.0,QN21
50039387,NUR THAI,Queens,6332,WOODHAVEN BLVD,11374,7182556141,Thai,3/12/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,3/12/2020,8/8/2021,Cycle Inspection / Initial Inspection,40.72361803,-73.86859516,405.0,30.0,67900.0,4069613.0,4029990019.0,QN21
50082385,THAI DIRECT BOWLS,Manhattan,131,AVENUE A,10009,6463701122,Thai,3/13/2020,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,10.0,A,3/13/2020,8/8/2021,Cycle Inspection / Re-inspection,40.72681284,-73.98299229,103.0,2.0,3200.0,1005881.0,1004360034.0,MN22
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,2126916226,Thai,3/13/2020,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,12.0,A,3/13/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74082337,-74.00172495,104.0,3.0,8100.0,1081540.0,1007650001.0,MN13
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,2126916226,Thai,3/13/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12.0,A,3/13/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74082337,-74.00172495,104.0,3.0,8100.0,1081540.0,1007650001.0,MN13
41581830,PAD THAI NOODLE LOUNGE,Manhattan,114,8 AVENUE,10011,2126916226,Thai,3/13/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,3/13/2020,8/8/2021,Cycle Inspection / Re-inspection,40.74082337,-74.00172495,104.0,3.0,8100.0,1081540.0,1007650001.0,MN13
50103722,ONCE MORE THAI,Manhattan,6,CLINTON STREET,10002,2122288858,Thai,3/16/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,3/16/2020,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.72110387,-73.98400388,103.0,2.0,2201.0,1004264.0,1003500050.0,MN28
50103722,ONCE MORE THAI,Manhattan,6,CLINTON STREET,10002,2122288858,Thai,3/16/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,3/16/2020,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.72110387,-73.98400388,103.0,2.0,2201.0,1004264.0,1003500050.0,MN28
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,3/16/2020,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,3/16/2020,8/8/2021,Cycle Inspection / Re-inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12
50070184,RAENU THAI,Manhattan,844,AMSTERDAM AVENUE,10025,9176843099,Thai,3/16/2020,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10.0,A,3/16/2020,8/8/2021,Cycle Inspection / Re-inspection,40.79743498,-73.96790953,107.0,7.0,18700.0,1056509.0,1018730030.0,MN12
50103722,ONCE MORE THAI,Manhattan,6,CLINTON STREET,10002,2122288858,Thai,3/16/2020,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13.0,A,3/16/2020,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.72110387,-73.98400388,103.0,2.0,2201.0,1004264.0,1003500050.0,MN28
50094923,JINTANA THAI FARM HOUSE,Brooklyn,344,7 AVENUE,11215,7187881922,Thai,7/21/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,8.0,A,7/21/2021,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.66648533,-73.98192634,306.0,39.0,15100.0,3022377.0,3010120044.0,BK37
50060998,NOODIES THAI,Manhattan,830,9 AVENUE,10019,6466697828,Thai,7/22/2021,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7.0,A,7/22/2021,8/8/2021,Cycle Inspection / Initial Inspection,40.76629401,-73.98688103,104.0,3.0,13900.0,1025421.0,1010450061.0,MN15
50106579,THAI HOT BOX,Manhattan,1598,3 AVENUE,10128,9174091641,Thai,7/28/2021,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,2.0,A,7/28/2021,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.78118062,-73.9522787,108.0,5.0,14802.0,1048125.0,1015180038.0,MN40
50107589,HERO THAI & IZAKAYA,Queens,3416,BROADWAY,11106,7189328826,Thai,7/29/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,7/29/2021,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.7607381,-73.92279083,401.0,22.0,5900.0,4008867.0,4006220147.0,QN70
50107589,HERO THAI & IZAKAYA,Queens,3416,BROADWAY,11106,7189328826,Thai,7/29/2021,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13.0,A,7/29/2021,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.7607381,-73.92279083,401.0,22.0,5900.0,4008867.0,4006220147.0,QN70
50107589,HERO THAI & IZAKAYA,Queens,3416,BROADWAY,11106,7189328826,Thai,7/29/2021,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,A,7/29/2021,8/8/2021,Pre-permit (Operational) / Initial Inspection,40.7607381,-73.92279083,401.0,22.0,5900.0,4008867.0,4006220147.0,QN70
